,release_date,title,downloads,show,color
82,2017-08-16,Ether Review #71: David Bailey on Po.et & the MtGox/BTC-e Connection,4316.0,The Ether Review,"rgba(236,159,76,1)"
289,2017-08-16,Ether Review #71 — David Bailey on Po.et & the MtGox/BTC-e Connection,356.0,The Ether Review,"rgba(236,159,76,1)"
81,2017-08-16,TBP147 - History of Security,5273.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
80,2017-08-17,BC27: Po.et and We Didn't Even Know It,4918.0,BlockChannel,"rgb(101,174,223)"
79,2017-08-17,"BC28: Securing the Metaverse, with Decentraland",5076.0,BlockChannel,"rgb(101,174,223)"
78,2017-08-20,TBP148 - Controversial Persona,6186.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
77,2017-08-22,"Buy or Sell, What the Hell #1",6383.0,"Buy or Sell, What the Hell","rgb(247,195,24)"
76,2017-08-22,NABP #9: JP Richardson,5392.0,Not Another Bitcoin Podcast,"rgb(255,255,255)"
75,2017-08-27,TBP149 - The Rivetz Security Project,5710.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
74,2017-08-28,Episode #13: On-Ramping with Dee,5472.0,On-Ramping with Dee,"rgb(130,170,52)"
73,2017-08-28,Ether Review Legal #5: BernsWeiss Stops the IRS in its Tracks,4538.0,The Ether Review,"rgba(236,159,76,1)"
290,2017-08-28,Ether Review Legal #5 — BernsWeiss Stops the IRS in its Tracks,392.0,The Ether Review,"rgba(236,159,76,1)"
72,2017-09-01,NABP #10: Benjamin Semchee,4300.0,Not Another Bitcoin Podcast,"rgb(255,255,255)"
71,2017-09-01,BC29: Making Sense of Cent.co,5314.0,BlockChannel,"rgb(101,174,223)"
69,2017-09-04,NABP #11: Ozzy The BS Filter,5594.0,Not Another Bitcoin Podcast,"rgb(255,255,255)"
70,2017-09-04,TBP150 - EGO with ETH,5644.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
68,2017-09-04,"Buy or Sell, What the Hell #2",5654.0,"Buy or Sell, What the Hell","rgb(247,195,24)"
67,2017-09-07,TBP151 - Crypto Boom Boom Room,5332.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
66,2017-09-08,An Ethereum Podcast: Episode #1,6973.0,An Ethereum Podcast,"rgb(105,107,165)"
65,2017-09-10,TBP152 - Pally on the Block,5994.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
64,2017-09-12,Episode #14: On-Ramping with Dee,5458.0,On-Ramping with Dee,"rgb(130,170,52)"
63,2017-09-15,Ether Review Legal #6: Playing in a Sandbox,4568.0,The Ether Review,"rgba(236,159,76,1)"
291,2017-09-15,Ether Review Legal #6 — Playing in a Sandbox,481.0,The Ether Review,"rgba(236,159,76,1)"
62,2017-09-17,TBP153 - Bitcoin Sell Out,6072.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
61,2017-09-18,Episode #15: On-Ramping with Dee,4011.0,On-Ramping with Dee,"rgb(130,170,52)"
60,2017-09-19,An Ethereum Podcast: Episode #2,5549.0,An Ethereum Podcast,"rgb(105,107,165)"
59,2017-09-22,TBP154 - Bitcoin For The Bottom Billion Pt. 2,4818.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
58,2017-09-24,TBP155 - Crypto Swan Song,4776.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
57,2017-09-25,Episode #16: On-Ramping with Dee,4444.0,On-Ramping with Dee,"rgb(130,170,52)"
56,2017-09-27,An Ethereum Podcast: Episode #3,4859.0,An Ethereum Podcast,"rgb(105,107,165)"
55,2017-09-27,BC30: To Bee or Not to Bee,4173.0,BlockChannel,"rgb(101,174,223)"
54,2017-09-28,TBP156 - Combined Forces for Better Results,5116.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
53,2017-10-01,TBP157 - Modern Day Gold Rush Pt. II,4962.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
52,2017-10-02,"Buy or Sell, What the Hell #3",4971.0,"Buy or Sell, What the Hell","rgb(247,195,24)"
51,2017-10-03,Episode #17: On-Ramping with Dee,4404.0,On-Ramping with Dee,"rgb(130,170,52)"
50,2017-10-04,An Ethereum Podcast: Episode #4,5750.0,An Ethereum Podcast,"rgb(105,107,165)"
48,2017-10-05,TBP158 - The Credit Protocol,4673.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
49,2017-10-05,"The Ether Review #73: Kik, Establishing a Micro-economy",3532.0,The Ether Review,"rgba(236,159,76,1)"
292,2017-10-05,"The Ether Review #73 — Kik, Establishing a Micro-economy",528.0,The Ether Review,"rgba(236,159,76,1)"
47,2017-10-06,TBP Announcements: DOVU,4461.0,TBP Announcements,"rgba(0,0,0,0.65)"
46,2017-10-08,TBP159 - Diary of a Made Man,6116.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
45,2017-10-14,"BC31: Settling the Score, with CoinScore",4687.0,BlockChannel,"rgb(101,174,223)"
44,2017-10-15,TBP160 - Bitcoin Beats,4978.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
43,2017-10-16,"BC32: Greasing the Blockchain, with Spankchain",4858.0,BlockChannel,"rgb(101,174,223)"
42,2017-10-17,TBP Announcements: Simply Vital Health,4670.0,TBP Announcements,"rgba(0,0,0,0.65)"
41,2017-10-20,An Ethereum Podcast: Episode #5,5131.0,An Ethereum Podcast,"rgb(105,107,165)"
40,2017-10-22,TBP Announcements: STACK,4581.0,TBP Announcements,"rgba(0,0,0,0.65)"
39,2017-10-22,TBP161 - A Foundation for the Data Economy,5683.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
37,2017-10-26,TBP162 - Sweet Talk,5441.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
35,2017-10-27,"Buy or Sell, What the Hell #4",5990.0,"Buy or Sell, What the Hell","rgb(247,195,24)"
36,2017-10-27,"BC33: Incentivizing Creators Online, with Props",4535.0,BlockChannel,"rgb(101,174,223)"
34,2017-10-29,TBP163 - Savings and Savior,5083.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
33,2017-10-30,TBP164 - The Benefits of Familiarity,5632.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
32,2017-11-03,Devcon3: Recap Part 1,6080.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
31,2017-11-05,TBP165 - Praise for Cryptoassets,5624.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
30,2017-11-05,Devcon3: Recap Part 2,6852.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
29,2017-11-12,TBP166 - ATMs and ICOs,7102.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
28,2017-11-15,TBP Announcements: Globitex,5457.0,TBP Announcements,"rgba(0,0,0,0.65)"
27,2017-11-16,TBP Announcements: Quantstamp,5297.0,TBP Announcements,"rgba(0,0,0,0.65)"
26,2017-11-19,TBP167 - The Broader Economy III,8440.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
25,2017-11-19,TBP Announcements: Simple Token,5504.0,TBP Announcements,"rgba(0,0,0,0.65)"
24,2017-11-23,"BC34: Developers Developers Developers, with Zastrin.com",5731.0,BlockChannel,"rgb(101,174,223)"
23,2017-11-26,"TBP168 - Passion, Pain & Unicorn Slayin'",7064.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
22,2017-11-27,TBP Announcements: Coinfirm,5758.0,TBP Announcements,"rgba(0,0,0,0.65)"
21,2017-11-27,TBP169 - Monetary Revolution,7270.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
20,2017-11-30,TBP Announcements: Crowd Machine,5900.0,TBP Announcements,"rgba(0,0,0,0.65)"
19,2017-11-30,An Ethereum Podcast: Episode #6,7936.0,An Ethereum Podcast,"rgb(105,107,165)"
18,2017-12-03,TBP170 - A New Kind of Legal,7764.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
17,2017-12-05,An Ethereum Podcast: Episode #7,8310.0,An Ethereum Podcast,"rgb(105,107,165)"
16,2017-12-08,TBP Announcements: CoinFi,6063.0,TBP Announcements,"rgba(0,0,0,0.65)"
15,2017-12-09,"Buy or Sell, What the Hell #5",7700.0,"Buy or Sell, What the Hell","rgb(247,195,24)"
14,2017-12-09,TBP Announcements: LoyalCoin,6240.0,TBP Announcements,"rgba(0,0,0,0.65)"
13,2017-12-09,TBP171 - The Future of Giving,6404.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
12,2017-12-10,An Ethereum Podcast: Episode #8,7078.0,An Ethereum Podcast,"rgb(105,107,165)"
11,2017-12-11,Monero Monitor: Mimblewimble with Andrew Poelstra,10344.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
10,2017-12-17,TBP172 - Life After Silicon Valley,8276.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
9,2017-12-19,"BC35: Deciphering What’s New, with NuCypher",6468.0,BlockChannel,"rgb(101,174,223)"
8,2017-12-19,An Ethereum Podcast: Episode #9,7612.0,An Ethereum Podcast,"rgb(105,107,165)"
6,2017-12-21,NABP #12: Jimmy Song,7665.0,Not Another Bitcoin Podcast,"rgb(255,255,255)"
7,2017-12-21,TBP173 - Surprising Insights,7574.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
5,2017-12-22,TBP Announcements: Bluezelle,5896.0,TBP Announcements,"rgba(0,0,0,0.65)"
4,2017-12-23,TBP174 - Determining the Reliability of Sources,7639.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
3,2017-12-26,An Ethereum Podcast: Episode #10,8442.0,An Ethereum Podcast,"rgb(105,107,165)"
2,2017-12-27,NABP #13: Peter Saddington,7978.0,Not Another Bitcoin Podcast,"rgb(255,255,255)"
1,2017-12-31,TBP175 - Superconferencing,7954.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
0,2018-01-03,TBP Announcements: ZeroSum Markets,6637.0,TBP Announcements,"rgba(0,0,0,0.65)"
293,2018-01-07,TBP176 - Even More Marketing Discipline,7008.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
294,2018-01-08,TBP Announcements: DubToken,6993.0,TBP Announcements,"rgba(0,0,0,0.65)"
295,2018-01-10,TBP177 - Internet of A New Generation,7559.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
296,2018-01-10,NABP #14: Chris Rice,7213.0,Not Another Bitcoin Podcast,"rgb(255,255,255)"
297,2018-01-14,NABP #15: Lauren Slade,6607.0,Not Another Bitcoin Podcast,"rgb(255,255,255)"
298,2018-01-14,TBP178 - Paving the Road to Self-Sovereign Identity,7272.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
299,2018-01-15,Episode #18: On-Ramping with Dee,6133.0,On-Ramping with Dee,"rgb(130,170,52)"
300,2018-01-16,"BC36: Coinbase, Women, and Empowerment, with Kristen Stone",6437.0,BlockChannel,"rgb(101,174,223)"
301,2018-01-17,TBP Announcements: DNOTES,6257.0,TBP Announcements,"rgba(0,0,0,0.65)"
302,2018-01-18,An Ethereum Podcast: Episode #11,8178.0,An Ethereum Podcast,"rgb(105,107,165)"
303,2018-01-21,TBP179 - Innovations and Healthcare,7460.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
304,2018-01-22,"TBP180 - Witnesses, Victims and Participants",6909.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
307,2018-01-25,"BC37: Smart Contracts Everywhere, with Ivy and Chain.com",6620.0,BlockChannel,"rgb(101,174,223)"
306,2018-01-25,"Crypto Until Infinity #1: Musicoin - More Power, More Money",6672.0,Crypto Until Infinity,#cce5e5
305,2018-01-25,"Buy or Sell, What the Hell #6",6338.0,"Buy or Sell, What the Hell","rgb(247,195,24)"
308,2018-01-28,TBP181 - Disrupting the Antivirus Market,7191.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
309,2018-01-31,An Ethereum Podcast: Episode #12,6762.0,An Ethereum Podcast,"rgb(105,107,165)"
310,2018-02-01,"Buy or Sell, What the Hell #7",6529.0,"Buy or Sell, What the Hell","rgb(247,195,24)"
311,2018-02-02,TBP Announcements: TrustToken,5806.0,TBP Announcements,"rgba(0,0,0,0.65)"
312,2018-02-02,"Buy or Sell, What the Hell #8",7019.0,"Buy or Sell, What the Hell","rgb(247,195,24)"
313,2018-02-02,TBP Announcements: Synapse AI,6082.0,TBP Announcements,"rgba(0,0,0,0.65)"
314,2018-02-04,TBP182 - Facilitating Positive Change,6816.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
315,2018-02-06,Episode #19: On-Ramping with Dee,5991.0,On-Ramping with Dee,"rgb(130,170,52)"
316,2018-02-07,TBP Announcements: Bankera,6001.0,TBP Announcements,"rgba(0,0,0,0.65)"
317,2018-02-07,"Buy or Sell, What the Hell #9",6258.0,"Buy or Sell, What the Hell","rgb(247,195,24)"
318,2018-02-08,TBP183 - Stampeding with the Big Blue Bull,6455.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
319,2018-02-08,Crypto Until Infinity #2: Music and Smart Contracts,5886.0,Crypto Until Infinity,#cce5e5
320,2018-02-09,"Buy or Sell, What the Hell #10",6835.0,"Buy or Sell, What the Hell","rgb(247,195,24)"
321,2018-02-11,TBP184 - MyCrypto and the Current State of the Network,8707.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
322,2018-02-14,"Buy or Sell, What the Hell #11",7830.0,"Buy or Sell, What the Hell","rgb(247,195,24)"
323,2018-02-18,TBP185 - Blockchain Solutions & Boosie Badazz,7435.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
324,2018-02-22,TBP186 - Generational Wealth and Uncle Sam's Surprise,6538.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
325,2018-02-23,Crypto Until Infinity #3: Vegas Vibes,6378.0,Crypto Until Infinity,#cce5e5
326,2018-02-25,TBP187 - Vision of a Decentralized World,6899.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
327,2018-02-27,"Buy or Sell, What the Hell #12",6517.0,"Buy or Sell, What the Hell","rgb(247,195,24)"
328,2018-02-28,"Buy or Sell, What the Hell #13",5806.0,"Buy or Sell, What the Hell","rgb(247,195,24)"
329,2018-02-28,An Ethereum Podcast: Episode #13,6565.0,An Ethereum Podcast,"rgb(105,107,165)"
330,2018-03-02,Creating a Humanist Blockchain Future #33,5817.0,Creating a Humanist Blockchain Future,"rgb(210,20,4)"
331,2018-03-04,TBP188 - Hello Crypto Kitty,5968.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
332,2018-03-04,Episode #20: On-Ramping with Dee,6019.0,On-Ramping with Dee,"rgb(130,170,52)"
333,2018-03-07,"Buy or Sell, What the Hell #14: A Lawyer's Perspective",5701.0,"Buy or Sell, What the Hell","rgb(247,195,24)"
334,2018-03-08,TBP189 - The Innovative Investor,6158.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
335,2018-03-09,Crypto Until Infinity #4: Another Side of Hip-Hop and Crypto,5274.0,Crypto Until Infinity,#cce5e5
336,2018-03-09,"Buy or Sell, What the Hell #15: Have a Plan, Have a Process",5989.0,"Buy or Sell, What the Hell","rgb(247,195,24)"
337,2018-03-11,TBP190 - Welterweight Gold II,5605.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
338,2018-03-12,Episode #21: On-Ramping with Dee,5736.0,On-Ramping with Dee,"rgb(130,170,52)"
339,2018-03-14,"Buy or Sell, What the Hell #16: Wishful Thinking",5871.0,"Buy or Sell, What the Hell","rgb(247,195,24)"
340,2018-03-16,TBP Presents: Social Implementations of Blockchain Infrastructure ,5285.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
341,2018-03-16,"Buy or Sell, What the Hell #17: Confidence is Key",5256.0,"Buy or Sell, What the Hell","rgb(247,195,24)"
343,2018-03-17,TBP191 - Beards and Blockchains,5782.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
342,2018-03-17,Creating a Humanist Blockchain Future #34,5242.0,Creating a Humanist Blockchain Future,"rgb(210,20,4)"
344,2018-03-19,Episode #22: On-Ramping with Dee,5517.0,On-Ramping with Dee,"rgb(130,170,52)"
345,2018-03-20,"Buy or Sell, What the Hell #18: Joint Economics Reporting",5620.0,"Buy or Sell, What the Hell","rgb(247,195,24)"
346,2018-03-21,An Ethereum Podcast: Episode #14,5820.0,An Ethereum Podcast,"rgb(105,107,165)"
347,2018-03-21,TBP Announcements: Horizon Communications,5073.0,TBP Announcements,"rgba(0,0,0,0.65)"
348,2018-03-23,Crypto Until Infinity #5: Bipolar Markets,5069.0,Crypto Until Infinity,#cce5e5
349,2018-03-23,TBP Announcements: Cryptyk,5239.0,TBP Announcements,"rgba(0,0,0,0.65)"
350,2018-03-25,TBP192 - New Year and a New Exchange,5610.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
351,2018-03-26,Creating a Humanist Blockchain Future #35,5400.0,Creating a Humanist Blockchain Future,"rgb(210,20,4)"
352,2018-03-28,"Buy or Sell, What the Hell #19: What's a DAICO?",5678.0,"Buy or Sell, What the Hell","rgb(247,195,24)"
353,2018-03-29,TBP193 - Necessary Solutions,5486.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
354,2018-04-01,TBP194 - Edge Security,5424.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
355,2018-04-03,"Buy or Sell, What the Hell #20: Decentralize all the Exchanges",5593.0,"Buy or Sell, What the Hell","rgb(247,195,24)"
356,2018-04-05,Creating a Humanist Blockchain Future #36,4785.0,Creating a Humanist Blockchain Future,"rgb(210,20,4)"
357,2018-04-06,Crypto Until Infinity #6: Let's Network,4782.0,Crypto Until Infinity,#cce5e5
358,2018-04-06,"Buy or Sell, What the Hell #21: Working the Bear Market",5624.0,"Buy or Sell, What the Hell","rgb(247,195,24)"
359,2018-04-08,TBP195 - Enabling the Underserved,5650.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
360,2018-04-11,Creating a Humanist Blockchain Future #37,4685.0,Creating a Humanist Blockchain Future,"rgb(210,20,4)"
361,2018-04-12,TBP196 - Ethereum 4 Impact,5656.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
362,2018-04-14,"Buy or Sell, What the Hell #22: Bitcoin Power Level is approaching 9000!",4937.0,"Buy or Sell, What the Hell","rgb(247,195,24)"
363,2018-04-15,TBP197 - Crypto and Illicit Finance Trends,5829.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
364,2018-04-18,"Buy or Sell, What the Hell #23: Easy on the Regulations?",5420.0,"Buy or Sell, What the Hell","rgb(247,195,24)"
365,2018-04-20,Creating a Humanist Blockchain Future #38,4319.0,Creating a Humanist Blockchain Future,"rgb(210,20,4)"
366,2018-04-20,Crypto Until Infinity #7: Thank You,4568.0,Crypto Until Infinity,#cce5e5
367,2018-04-20,"Buy or Sell, What the Hell #24: Price Prediction of $240,000",5667.0,"Buy or Sell, What the Hell","rgb(247,195,24)"
368,2018-04-22,TBP198 - Ubitquity Part IV,5606.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
370,2018-04-25,TBP Announcements: Quarteria,4479.0,TBP Announcements,"rgba(0,0,0,0.65)"
369,2018-04-25,"Buy or Sell, What the Hell #25: Building a Crypto Portfolio",4933.0,"Buy or Sell, What the Hell","rgb(247,195,24)"
371,2018-04-26,An Ethereum Podcast: Episode #15,5777.0,An Ethereum Podcast,"rgb(105,107,165)"
372,2018-04-28,Just The Headers #1,4852.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
373,2018-04-29,TBP199 - Tattoo Us On Your Body,5208.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
374,2018-05-02,Hashing It Out #5: Zaki Manian,4544.0,Hashing It Out,#6dc3d7
375,2018-05-02,TBP Announcements: Startup Societies Summit,4803.0,TBP Announcements,"rgba(0,0,0,0.65)"
377,2018-05-04,Just The Headers #2,5185.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
376,2018-05-04,Crypto Until Infinity #8: Late Legislation,4782.0,Crypto Until Infinity,#cce5e5
378,2018-05-06,TBP #200 - Keni Styles,5275.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
379,2018-05-08,Hashing It Out #6: Stuart Popejoy,5108.0,Hashing It Out,#6dc3d7
380,2018-05-10,TBP #201 - Kelcey Gosserand,4631.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
382,2018-05-11,TBP Announcements: Arweave,4554.0,TBP Announcements,"rgba(0,0,0,0.65)"
381,2018-05-11,Just The Headers #3,4226.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
383,2018-05-13,TBP #202 - Roger Ver,5581.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
384,2018-05-14,Creating a Humanist Blockchain Future #39,4720.0,Creating a Humanist Blockchain Future,"rgb(210,20,4)"
385,2018-05-15,Hashing It Out #7: MIMIR Blockchain Solutions,4870.0,Hashing It Out,#6dc3d7
386,2018-05-17,TBP #203 - Gilbert Darrell,5350.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
387,2018-05-20,TBP #204 - Chris DeRose,4829.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
388,2018-05-22,Crypto Until Infinity #9: The Pharcyde Of Things,4054.0,Crypto Until Infinity,#cce5e5
389,2018-05-22,Hashing It Out #8: Mahnush Movahedi,4802.0,Hashing It Out,#6dc3d7
390,2018-05-22,Just The Headers #4,4713.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
391,2018-05-24,Creating a Humanist Blockchain Future #40,4562.0,Creating a Humanist Blockchain Future,"rgb(210,20,4)"
392,2018-05-25,Just The Headers #5,4710.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
393,2018-05-27,TBP #205 - The Cool Kids,4893.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
394,2018-05-30,Hashing It Out #9: Rick Dudley,4504.0,Hashing It Out,#6dc3d7
395,2018-05-30,TBP Announcements: Ransu Salovaara,4175.0,TBP Announcements,"rgba(0,0,0,0.65)"
396,2018-05-31,TBP #206 - The Crypto Dog,5134.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
397,2018-06-01,Crypto Until Infinity #10: Summer Madness,4625.0,Crypto Until Infinity,#cce5e5
398,2018-06-03,Just The Headers #6,4277.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
399,2018-06-04,Creating a Humanist Blockchain Future #41,4650.0,Creating a Humanist Blockchain Future,"rgb(210,20,4)"
401,2018-06-06,TBP Announcements: Izzy Care,834.0,TBP Announcements,"rgba(0,0,0,0.65)"
400,2018-06-06,TBP #207 - Haseeb Qureshi,4434.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
402,2018-06-07,Hashing It Out #10: TrueBit - Harley Swick,4346.0,Hashing It Out,#6dc3d7
403,2018-06-08,"Crypto Until Infinity #11: Fidelity, Coinbase, and Securities on the Blockchain",3964.0,Crypto Until Infinity,#cce5e5
404,2018-06-08,Just The Headers #7,4474.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
405,2018-06-10,TBP #208 - Taylor Pearson,5022.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
406,2018-06-14,"Hashing It Out #11: NuCypher - John ""Tux"" Pacific & David Nunez",4284.0,Hashing It Out,#6dc3d7
407,2018-06-15,Just The Headers #8,3727.0,The Bitcoin Podcast,"rgba(236,159,76,1)"
